DisasterNumber,State,disasterType,incidentType,Title,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,StateCode,CountyCode,FIPSCode
321,AR,DR,Flood,SEVERE STORMS & FLOODING,1972,1,27,1972,1,27,5,105,f05105
322,WA,DR,Flood,SEVERE STORMS & FLOODING,1972,2,1,1972,2,1,53,27,f53027
329,CA,DR,Flood,SEVERE STORMS & FLOODING,1972,4,5,1972,4,5,6,15,f06015
323,WV,DR,Flood,HEAVY RAINS & FLOODING,1972,2,27,1972,2,27,54,45,f54045
326,ME,DR,Flood,SEVERE STORMS & FLOODING,1972,3,7,1972,3,7,23,9,f23009
330,MI,DR,Snow,SEVERE STORM & FREEZING,1972,4,5,1972,4,5,26,77,f26077
332,KY,DR,Flood,HEAVY RAINS & FLOODING,1972,5,15,1972,5,15,21,133,f21133
297,OK,DR,Severe Storm(s),"HEAVY RAINS, TORNADOES & FLOODING",1970,10,14,1970,10,14,40,81,f40081
300,WA,DR,Flood,"HEAVY RAINS, MELTING SNOWS & FLOODING",1971,2,9,1971,2,9,53,13,f53013
302,MS,DR,Tornado,STORMS & TORNADOES,1971,2,22,1971,2,22,28,15,f28015
302,MS,DR,Tornado,STORMS & TORNADOES,1971,2,22,1971,2,22,28,93,f28093
302,MS,DR,Tornado,STORMS & TORNADOES,1971,2,22,1971,2,22,28,161,f28161
303,NE,DR,Flood,FLOODS,1971,2,23,1971,2,23,31,55,f31055
303,NE,DR,Flood,FLOODS,1971,2,23,1971,2,23,31,179,f31179
305,KY,DR,Tornado,TORNADO,1971,5,10,1971,5,10,21,177,f21177
308,NE,DR,Flood,FLOODS,1971,7,7,1971,7,7,31,43,f31043
309,MD,DR,Flood,SEVERE STORMS & FLOODING,1971,8,17,1971,8,17,24,5,f24005
310,NJ,DR,Flood,HEAVY RAINS & FLOODING,1971,9,4,1971,9,4,34,7,f34007
310,NJ,DR,Flood,HEAVY RAINS & FLOODING,1971,9,4,1971,9,4,34,27,f34027
311,NY,DR,Flood,SEVERE STORMS & FLOODING,1971,9,13,1971,9,13,36,119,f36119
313,TX,DR,Flood,"HEAVY RAINS, HIGH WINDS & FLOODING",1971,9,18,1971,9,18,48,47,f48047
313,TX,DR,Flood,"HEAVY RAINS, HIGH WINDS & FLOODING",1971,9,18,1971,9,18,48,409,f48409
316,CA,DR,Flood,"WINDS, FLOODING, MUDSLIDES",1972,1,11,1972,1,11,6,83,f06083
317,OK,DR,Flood,SEVERE STORMS & FLOODING,1972,1,14,1972,1,14,40,135,f40135
318,MS,DR,Flood,HEAVY RAINS & FLOODING,1972,1,19,1972,1,19,28,147,f28147
319,OR,DR,Flood,SEVERE STORMS & FLOODING,1972,1,21,1972,1,21,41,57,f41057
321,AR,DR,Flood,SEVERE STORMS & FLOODING,1972,1,27,1972,1,27,5,9,f05009
321,AR,DR,Flood,SEVERE STORMS & FLOODING,1972,1,27,1972,1,27,5,81,f05081
321,AR,DR,Flood,SEVERE STORMS & FLOODING,1972,1,27,1972,1,27,5,131,f05131
322,WA,DR,Flood,SEVERE STORMS & FLOODING,1972,2,1,1972,2,1,53,59,f53059
326,ME,DR,Flood,SEVERE STORMS & FLOODING,1972,3,7,1972,3,7,23,23,f23023
323,WV,DR,Flood,HEAVY RAINS & FLOODING,1972,2,27,1972,2,27,54,109,f54109
330,MI,DR,Snow,SEVERE STORM & FREEZING,1972,4,5,1972,4,5,26,15,f26015
331,TN,DR,Flood,HEAVY RAINS & FLOODING,1972,5,15,1972,5,15,47,151,f47151
332,KY,DR,Flood,HEAVY RAINS & FLOODING,1972,5,15,1972,5,15,21,195,f21195
299,CA,DR,Earthquake,SAN FERNANDO EARTHQUAKE,1971,2,9,1971,2,9,6,37,f06037
297,OK,DR,Severe Storm(s),"HEAVY RAINS, TORNADOES & FLOODING",1970,10,14,1970,10,14,40,77,f40077
302,MS,DR,Tornado,STORMS & TORNADOES,1971,2,22,1971,2,22,28,9,f28009
302,MS,DR,Tornado,STORMS & TORNADOES,1971,2,22,1971,2,22,28,83,f28083
302,MS,DR,Tornado,STORMS & TORNADOES,1971,2,22,1971,2,22,28,151,f28151
303,NE,DR,Flood,FLOODS,1971,2,23,1971,2,23,31,53,f31053
303,NE,DR,Flood,FLOODS,1971,2,23,1971,2,23,31,177,f31177
305,KY,DR,Tornado,TORNADO,1971,5,10,1971,5,10,21,87,f21087
308,NE,DR,Flood,FLOODS,1971,7,7,1971,7,7,31,27,f31027
310,NJ,DR,Flood,HEAVY RAINS & FLOODING,1971,9,4,1971,9,4,34,5,f34005
310,NJ,DR,Flood,HEAVY RAINS & FLOODING,1971,9,4,1971,9,4,34,25,f34025
311,NY,DR,Flood,SEVERE STORMS & FLOODING,1971,9,13,1971,9,13,36,27,f36027
311,NY,DR,Flood,SEVERE STORMS & FLOODING,1971,9,13,1971,9,13,36,111,f36111
313,TX,DR,Flood,"HEAVY RAINS, HIGH WINDS & FLOODING",1971,9,18,1971,9,18,48,25,f48025
313,TX,DR,Flood,"HEAVY RAINS, HIGH WINDS & FLOODING",1971,9,18,1971,9,18,48,391,f48391
317,OK,DR,Flood,SEVERE STORMS & FLOODING,1972,1,14,1972,1,14,40,127,f40127
318,MS,DR,Flood,HEAVY RAINS & FLOODING,1972,1,19,1972,1,19,28,113,f28113
319,OR,DR,Flood,SEVERE STORMS & FLOODING,1972,1,21,1972,1,21,41,51,f41051
321,AR,DR,Flood,SEVERE STORMS & FLOODING,1972,1,27,1972,1,27,5,7,f05007
321,AR,DR,Flood,SEVERE STORMS & FLOODING,1972,1,27,1972,1,27,5,71,f05071
323,WV,DR,Flood,HEAVY RAINS & FLOODING,1972,2,27,1972,2,27,54,81,f54081
322,WA,DR,Flood,SEVERE STORMS & FLOODING,1972,2,1,1972,2,1,53,49,f53049
332,KY,DR,Flood,HEAVY RAINS & FLOODING,1972,5,15,1972,5,15,21,151,f21151
333,TX,DR,Flood,SEVERE STORMS & FLOODING,1972,5,20,1972,5,20,48,149,f48149
321,AR,DR,Flood,SEVERE STORMS & FLOODING,1972,1,27,1972,1,27,5,127,f05127
331,TN,DR,Flood,HEAVY RAINS & FLOODING,1972,5,15,1972,5,15,47,29,f47029
326,ME,DR,Flood,SEVERE STORMS & FLOODING,1972,3,7,1972,3,7,23,15,f23015
335,ND,DR,Flood,SEVERE STORMS & FLOODING,1972,6,10,1972,6,10,38,61,f38061
330,MI,DR,Snow,SEVERE STORM & FREEZING,1972,4,5,1972,4,5,26,5,f26005
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,29,f12029
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,51,f36051
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,103,f12103
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,99,f36099
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,3,f51003
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,19,f51019
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,41,f51041
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,71,f51071
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,155,f51155
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,133,f51133
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,171,f51171
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,11,f42011
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,31,f42031
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,51,f42051
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,71,f42071
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,91,f42091
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,111,f42111
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,131,f42131
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,17,f24017
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,43,f24043
344,WV,DR,Flood,TROPICAL STORM AGNES,1972,7,3,1972,7,3,54,25,f54025
349,WV,DR,Flood,HEAVY RAINS & FLOODING,1972,8,23,1972,8,23,54,109,f54109
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,111,f27111
356,ME,DR,Fishing Losses,TOXIC ALGAE IN COASTAL WATERS,1972,9,28,1972,9,28,23,31,f23031
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,1,f27001
354,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,9,26,1972,9,26,19,165,f19165
352,WI,DR,Flood,HEAVY RAINS & FLOODING,1972,9,10,1972,9,10,55,7,f55007
359,VA,DR,Flood,SEVERE STORMS & FLOODING,1972,10,10,1972,10,10,51,25,f51025
344,WV,DR,Flood,TROPICAL STORM AGNES,1972,7,3,1972,7,3,54,77,f54077
335,ND,DR,Flood,SEVERE STORMS & FLOODING,1972,6,10,1972,6,10,38,89,f38089
354,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,9,26,1972,9,26,19,47,f19047
333,TX,DR,Flood,SEVERE STORMS & FLOODING,1972,5,20,1972,5,20,48,187,f48187
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,51,f12051
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,129,f12129
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,55,f36055
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,5,f51005
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,107,f36107
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,29,f51029
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,95,f51095
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,75,f51075
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,137,f51137
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,157,f51157
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,15,f42015
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,35,f42035
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,55,f42055
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,95,f42095
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,75,f42075
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,1,f24001
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,115,f42115
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,21,f24021
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,47,f24047
344,WV,DR,Flood,TROPICAL STORM AGNES,1972,7,3,1972,7,3,54,29,f54029
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,17,f27017
345,OH,DR,Flood,TROPICAL STORM AGNES,1972,7,19,1972,7,19,39,7,f39007
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,153,f27153
350,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,25,1972,8,25,27,61,f27061
352,WI,DR,Flood,HEAVY RAINS & FLOODING,1972,9,10,1972,9,10,55,51,f55051
354,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,9,26,1972,9,26,19,61,f19061
355,PA,DR,Flood,HEAVY RAINS & FLOODING,1972,9,28,1972,9,28,42,63,f42063
359,VA,DR,Flood,SEVERE STORMS & FLOODING,1972,10,10,1972,10,10,51,3,f51003
333,TX,DR,Flood,SEVERE STORMS & FLOODING,1972,5,20,1972,5,20,48,177,f48177
335,ND,DR,Flood,SEVERE STORMS & FLOODING,1972,6,10,1972,6,10,38,77,f38077
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,37,f12037
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,115,f12115
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,53,f36053
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,101,f36101
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,93,f51093
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,73,f51073
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,23,f51023
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,59,f51059
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,113,f51113
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,43,f51043
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,135,f51135
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,173,f51173
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,193,f51193
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,13,f42013
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,53,f42053
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,33,f42033
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,73,f42073
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,93,f42093
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,113,f42113
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,133,f42133
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,45,f24045
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,19,f24019
344,WV,DR,Flood,TROPICAL STORM AGNES,1972,7,3,1972,7,3,54,27,f54027
344,WV,DR,Flood,TROPICAL STORM AGNES,1972,7,3,1972,7,3,54,103,f54103
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,9,f27009
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,115,f27115
350,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,25,1972,8,25,27,17,f27017
352,WI,DR,Flood,HEAVY RAINS & FLOODING,1972,9,10,1972,9,10,55,31,f55031
354,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,9,26,1972,9,26,19,55,f19055
354,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,9,26,1972,9,26,19,175,f19175
357,MA,DR,Fishing Losses,TOXIC ALGAE IN COASTAL WATERS,1972,9,28,1972,9,28,25,1,f25001
333,TX,DR,Flood,SEVERE STORMS & FLOODING,1972,5,20,1972,5,20,48,479,f48479
335,ND,DR,Flood,SEVERE STORMS & FLOODING,1972,6,10,1972,6,10,38,101,f38101
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,67,f36067
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,7,f36007
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,71,f12071
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,111,f36111
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,9,f51009
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,31,f51031
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,63,f51063
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,83,f51083
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,101,f51101
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,119,f51119
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,159,f51159
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,179,f51179
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,199,f51199
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,19,f42019
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,59,f42059
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,39,f42039
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,79,f42079
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,99,f42099
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,119,f42119
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,27,f24027
343,AZ,DR,Flood,SEVERE STORMS & FLOODING,1972,7,3,1972,7,3,4,13,f04013
344,WV,DR,Flood,TROPICAL STORM AGNES,1972,7,3,1972,7,3,54,37,f54037
345,OH,DR,Flood,TROPICAL STORM AGNES,1972,7,19,1972,7,19,39,35,f39035
348,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,8,18,1972,8,18,19,85,f19085
350,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,25,1972,8,25,27,115,f27115
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,35,f27035
353,NM,DR,Flood,HEAVY RAINS & FLOODING,1972,9,20,1972,9,20,35,51,f35051
354,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,9,26,1972,9,26,19,85,f19085
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,3,f36003
359,VA,DR,Flood,SEVERE STORMS & FLOODING,1972,10,10,1972,10,10,51,7,f51007
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,65,f36065
333,TX,DR,Flood,SEVERE STORMS & FLOODING,1972,5,20,1972,5,20,48,209,f48209
356,ME,DR,Fishing Losses,TOXIC ALGAE IN COASTAL WATERS,1972,9,28,1972,9,28,23,9,f23009
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,57,f12057
335,ND,DR,Flood,SEVERE STORMS & FLOODING,1972,6,10,1972,6,10,38,91,f38091
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,109,f36109
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,7,f51007
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,61,f51061
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,79,f51079
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,99,f51099
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,115,f51115
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,139,f51139
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,177,f51177
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,37,f42037
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,17,f42017
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,57,f42057
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,77,f42077
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,97,f42097
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,117,f42117
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,3,f24003
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,25,f24025
342,CA,DR,Flood,FLOODING CAUSED BY LEVEE BREAK,1972,6,27,1972,6,27,6,67,f06067
345,OH,DR,Flood,TROPICAL STORM AGNES,1972,7,19,1972,7,19,39,13,f39013
344,WV,DR,Flood,TROPICAL STORM AGNES,1972,7,3,1972,7,3,54,31,f54031
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,25,f27025
348,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,8,18,1972,8,18,19,61,f19061
350,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,25,1972,8,25,27,75,f27075
353,NM,DR,Flood,HEAVY RAINS & FLOODING,1972,9,20,1972,9,20,35,13,f35013
354,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,9,26,1972,9,26,19,71,f19071
356,ME,DR,Fishing Losses,TOXIC ALGAE IN COASTAL WATERS,1972,9,28,1972,9,28,23,5,f23005
357,MA,DR,Fishing Losses,TOXIC ALGAE IN COASTAL WATERS,1972,9,28,1972,9,28,25,7,f25007
334,WA,DR,Flood,SEVERE STORMS & FLOODING,1972,6,10,1972,6,10,53,17,f53017
359,VA,DR,Flood,SEVERE STORMS & FLOODING,1972,10,10,1972,10,10,51,41,f51041
336,SD,DR,Flood,HEAVY RAINS & FLOODING,1972,6,10,1972,6,10,46,81,f46081
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,81,f12081
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,13,f51013
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,36,f51036
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,11,f36011
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,47,f51047
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,119,f36119
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,85,f51085
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,71,f36071
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,67,f51067
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,103,f51103
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,125,f51125
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,161,f51161
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,3,f42003
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,23,f42023
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,43,f42043
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,63,f42063
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,103,f42103
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,83,f42083
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,123,f42123
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,9,f24009
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,31,f24031
343,AZ,DR,Flood,SEVERE STORMS & FLOODING,1972,7,3,1972,7,3,4,21,f04021
344,WV,DR,Flood,TROPICAL STORM AGNES,1972,7,3,1972,7,3,54,61,f54061
345,OH,DR,Flood,TROPICAL STORM AGNES,1972,7,19,1972,7,19,39,85,f39085
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,59,f27059
348,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,8,18,1972,8,18,19,103,f19103
351,IL,DR,Flood,SEVERE STORMS & FLOODING,1972,9,4,1972,9,4,17,31,f17031
354,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,9,26,1972,9,26,19,3,f19003
354,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,9,26,1972,9,26,19,129,f19129
356,ME,DR,Fishing Losses,TOXIC ALGAE IN COASTAL WATERS,1972,9,28,1972,9,28,23,15,f23015
357,MA,DR,Fishing Losses,TOXIC ALGAE IN COASTAL WATERS,1972,9,28,1972,9,28,25,21,f25021
359,VA,DR,Flood,SEVERE STORMS & FLOODING,1972,10,10,1972,10,10,51,11,f51011
334,WA,DR,Flood,SEVERE STORMS & FLOODING,1972,6,10,1972,6,10,53,7,f53007
336,SD,DR,Flood,HEAVY RAINS & FLOODING,1972,6,10,1972,6,10,46,33,f46033
337,FL,DR,Coastal Storm,TROPICAL STORM AGNES,1972,6,23,1972,6,23,12,75,f12075
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,69,f36069
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,9,f36009
338,NY,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,36,117,f36117
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,11,f51011
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,33,f51033
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,121,f51121
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,65,f51065
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,97,f51097
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,45,f51045
339,VA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,51,143,f51143
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,1,f42001
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,21,f42021
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,41,f42041
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,81,f42081
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,61,f42061
340,PA,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,42,121,f42121
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,5,f24005
343,AZ,DR,Flood,SEVERE STORMS & FLOODING,1972,7,3,1972,7,3,4,19,f04019
341,MD,DR,Flood,TROPICAL STORM AGNES,1972,6,23,1972,6,23,24,29,f24029
344,WV,DR,Flood,TROPICAL STORM AGNES,1972,7,3,1972,7,3,54,51,f54051
345,OH,DR,Flood,TROPICAL STORM AGNES,1972,7,19,1972,7,19,39,81,f39081
347,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,1,1972,8,1,27,41,f27041
350,MN,DR,Flood,SEVERE STORMS & FLOODING,1972,8,25,1972,8,25,27,137,f27137
348,IA,DR,Flood,SEVERE STORMS & FLOODING,1972,8,18,1972,8,18,19,89,f19089
